id,type,name,content,image,attachment,category,sub_categories,industries,geo_reach,price_range,availability_status,certification,launch_date,market_performance,customer_satisfaction_rate,innovation_level,key_features,competitors,market_demand,technological_requirements,environmental_impact,user_feedback,sales_volume,support_level,scalability,compliance_status,brand_reputation,promotion_channels,future_plans,strategic_partners,business_goals,cost_reduction_priorities,evaluation_process,performance_indicators,funding_source,proposal_submission_process
Pro00022,Capability,"Freeman, Smith and Tyler",Form future similar sit. Back process issue establish forget street decide.,,,Technology,Data Analytics,"[""Commercial and Industrial Machinery Maintenance"", ""Banking"", ""Space Exploration""]","[""Syria"", ""Finland"", ""South Sudan"", ""British Indian Ocean Territory"", ""Lesotho""]",<1000,Unavailable,Real Estate Specialist,2020-10-24,High,Medium,Low,"[""Mobile-Friendly""]","[""Tilray"", ""CannAmerica Brands""]",Low,"[""Cybersecurity Knowledge""]",Medium,Worker yes month discussion compare customer. His perhaps nor keep continue. Without dark try enjoy sense there Congress.,Low,High,High,Compliant,High,"[""Magazines"", ""Search Engine Optimization (SEO)""]","Build close require film gas. Hold hear indicate affect charge. Late go forward line yes enter enjoy.
Run interview if focus probably such. Buy effect among third up Democrat.","[""Analytics Manager"", ""VP of Operations""]","[""Enhance Customer Service Capabilities"", ""Expand into Adjacent Market Segments""]","[""Use Online Certification Programs""]","[""Pilot Testing""]","[""Response Time to Customer Inquiries"", ""Sales Growth""]","[""Seed Funding"", ""Internal Funding""]","[""Online Application Portal""]"
Serv00023,Capability,Garcia Ltd,"Seem professional kitchen last major you kitchen international. Fund hold popular raise think.
Cause possible risk. Officer describe down herself up your.",,,Processing,Edibles,"[""Sports Organizations"", ""Interior Design""]","[""South Korea"", ""Samoa"", ""Cocos (Keeling) Islands"", ""El Salvador""]",>$50000,Available,Retail Specialist,2023-04-30,High,Medium,Low,"[""User-Friendly"", ""Secure"", ""Compact Design""]","[""Vivo Cannabis"", ""KushCo Holdings"", ""Planet 13 Holdings""]",Medium,"[""Standing for Long Periods""]",High,Price paper discover apply. Reduce town we response. Style yeah which join.,Medium,High,Low,Non-Compliant,Low,"[""Blog Posts"", ""Amazon""]",Mind plan spring try green. Mission raise long he worry interview protect technology. Ready movie lose last my. Pressure account wind general husband eat computer.,"[""Web Development Manager"", ""Director of Compliance""]","[""Engage in Investor Relations and Roadshows""]","[""Optimize Cloud Services"", ""Optimize Customer Service Training""]","[""Negotiation Phase"", ""Request for Information (RFI)"", ""Request for Proposal (RFP)""]","[""Downtime Reduction""]","[""Bridge Loans""]","[""Secure File Transfer Protocol (SFTP)"", ""Submission via a Consultancy Firm""]"
Pro00024,Capability,Martinez-Martin,Suggest wide part save. Himself conference single whose available job. Course ability then force. From senior opportunity say value.,,,Education,Research Publications,"[""Systems Design and Engineering"", ""Physical, Occupational and Speech Therapists""]","[""United States"", ""Haiti"", ""Tonga"", ""Saint Lucia"", ""Palestinian Territory Occupied""]",>$50000,Available,Topicals Specialist,2023-06-17,Medium,Low,Low,"[""Scalable"", ""Comprehensive Support""]","[""Cresco Labs"", ""Green Thumb Industries""]",Medium,"[""French"", ""Senior-Level"", ""Associate's Degree""]",Low,"Scene cut method fire. My per street food rather American. Forget oil keep system.
Usually soldier turn team. About likely usually product order financial stuff. Sea exist create.",Medium,Medium,High,Non-Compliant,Medium,"[""Annual Reports""]","Office happen especially treatment other approach. Sing wide she force behind at work.
Measure thus public top. Film market country history structure ok.","[""Warranty Manager"", ""Quality Auditor"", ""Maintenance Manager""]","[""Increase Supplier Collaboration"", ""Influence Regulatory Policies""]","[""Limit Returns and Refunds"", ""Lower Search Engine Marketing (SEM) Spend""]","[""Request for Proposal (RFP)"", ""Weighted Criteria Matrix"", ""Internal Review Committee""]","[""Innovation Index"", ""Brand Awareness"", ""Customer Feedback Ratings""]","[""Venture Capital""]","[""Submission through a Procurement System (e.g., SAP Ariba)"", ""In-Person Submission""]"
Serv00025,Capability,Cummings Inc,"Stand father dog machine and way. Community woman item media cell war. Court political far while wrong.
Outside expect need that. Indicate billion country.",,,Compliance,Legal Services,"[""Retail Food and Beverage Services""]","[""Bouvet Island"", ""United Arab Emirates""]",>$50000,Unavailable,Project Manager,2021-01-22,High,Low,Low,"[""Customizable"", ""Energy Efficient""]","[""Supreme Cannabis"", ""Charlotte's Web Holdings""]",Low,"[""Security Clearance Level 2"", ""Certifications"", ""Experience with Agile Methodologies"", ""Serverless Architecture"", ""Security Clearance Level 1""]",Low,"Treatment wait room your election. Eight center day special might bank. Into stop happen role.
Tend stand able experience office response. Local better physical thank begin single tend.",Low,Low,High,Compliant,Low,"[""Postcards""]","Modern start health. Care artist democratic middle house mouth.
Whom risk explain age show policy. Environmental onto before well. Front rather personal pick raise article old.","[""Application Development Manager"", ""Project Manager""]","[""Develop Comprehensive Loyalty Programs"", ""Expand Partnership Ecosystem""]","[""Streamline Email Marketing Campaigns"", ""Negotiate Rent or Mortgage Payments"", ""Reduce Billboards and Outdoor Advertising""]","[""Proof of Concept (PoC)""]","[""Process Improvement""]","[""Series C Funding"", ""Bridge Loans"", ""Leasing""]","[""Submission during a Scheduled Meeting or Presentation""]"
Pro00026,Capability,"Pearson, Moore and Hunter","Dark identify ready. Administration later job expect though southern him. Wide dinner doctor message affect.
Debate information safe drug whether we.",,,Marketing,Social Media Management,"[""Security System Services"", ""IT System Data Services"", ""Communication Equipment""]","[""Uganda""]",>$50000,Limited,Oracle Certified Professional (OCP),2023-06-13,Medium,High,Medium,"[""Certified"", ""Innovative"", ""Fast Delivery""]","[""Hexo Corp"", ""TerrAscend"", ""Auxly Cannabis Group""]",High,"[""Permanent Residency"", ""Virtual Reality""]",Low,"Indicate them western new.
Apply others field heart. Although tree far me huge his Republican.
Area son five product. Rule third management able. Stay discussion at like.",High,High,High,Non-Compliant,Medium,"[""Direct Mail"", ""Cannabis Conventions""]","Bed behind peace. Oil ago kid.
Effect far prevent brother focus road stage. Tough peace friend write sense politics. Nation over usually behavior yeah evidence develop.","[""Director of Business Development""]","[""Enter New Geographic Markets"", ""Enhance Diversity and Inclusion""]","[""Optimize Seminar and Workshop Participation"", ""Reduce Warehouse Storage Costs""]","[""Stakeholder Consultation""]","[""Carbon Footprint"", ""Defect Rate"", ""Change Requests""]","[""Crowdfunding""]","[""Submission during a Scheduled Meeting or Presentation""]"
Serv00027,Capability,"Oneill, Gibson and Jordan",President score it material. Result little draw blue person whose sort. Treatment decide ahead start edge live.,,,Education,Workshops and Seminars,"[""Theater""]","[""British Indian Ocean Territory""]",$5000-$10000,Unavailable,CISA (Certified Information Systems Auditor),2021-06-15,High,High,High,"[""Durable"", ""Comprehensive Support"", ""Compact Design""]","[""Aurora Cannabis""]",Medium,"[""Teamwork""]",High,"Because fly born ball upon not born tend. Call foreign something market market mention. Fund rate at six treat arrive any.
Enter people official want degree.",High,Low,Low,Compliant,High,"[""Blogs"", ""Online Seminars""]","Space to behavior box daughter church price. Trial shoulder fight believe.
Kind four evidence night. Follow to face green join available it. Check story seat sort next grow bill.","[""VP of Customer Service"", ""Engineering Specialist""]","[""Publish Influential Research and White Papers"", ""Achieve Synergies Through Mergers""]","[""Use Cost-Effective Green Certifications"", ""Optimize Shipping and Handling"", ""Focus on Key Intellectual Property Protection""]","[""Technical Review"", ""Internal Review Committee"", ""Request for Proposal (RFP)""]","[""IT Support Response Time""]","[""Revenue Funding""]","[""Submission via Collaborative Platform (e.g., Slack, Microsoft Teams)"", ""Submission during a Scheduled Meeting or Presentation""]"
Pro00028,Capability,Garrett PLC,"Officer produce personal. Center blue candidate production. Expert yourself direction above.
Have another board car attack. Understand bring his heart one analysis staff. Near feel sit.",,,Compliance,Regulatory Compliance,"[""Wholesale Food and Beverage"", ""Lodging"", ""Research Services""]","[""Sudan"", ""Saudi Arabia"", ""Togo""]",$0,Available,Business Consultant,2022-12-13,Medium,High,High,"[""Flexible"", ""Customizable""]","[""The Supreme Cannabis Company""]",High,"[""Travel Requirements"", ""Cloud Storage"", ""Bachelor's Degree"", ""Experience Managing Budgets up to $100,000""]",Medium,Audience choose real return former baby. Check management she culture bag third. Enter level pick maybe whole great political.,Medium,Medium,Medium,Compliant,Medium,"[""Live Demos""]",Safe either stuff maintain central. Letter maintain can true specific.,"[""Compliance Auditor""]","[""Achieve High Customer Satisfaction Scores"", ""Double Revenue"", ""Develop Cutting-Edge Technologies""]","[""Reduce Inventory Purchases"", ""Reduce Transaction Costs""]","[""Multi-Stage Evaluation""]","[""Market Adoption of New Technologies"", ""System Uptime"", ""Compliance with Standards""]","[""Endowments"", ""Seed Funding""]","[""Online Application Portal""]"
Serv00029,Capability,Paul-Shaw,Owner message similar only together. Tell town near history summer.,,,Compliance,Regulatory Compliance,"[""Shell Companies"", ""Fishery"", ""Research""]","[""Sierra Leone"", ""United Kingdom"", ""Tunisia"", ""Chile"", ""Suriname""]",>$50000,Available,Certified Professional in Supply Management (CPSM),2020-03-04,High,Low,Medium,"[""Scalable"", ""Data-Driven""]","[""MPX Bioceutical""]",Medium,"[""Leadership Skills"", ""Available within 3 Months"", ""Software/Hardware Requirements"", ""Artificial Intelligence""]",Low,"Middle participant environmental right. Walk fight coach reduce picture people.
Offer beat technology assume save situation.",Medium,Low,Low,Non-Compliant,Low,"[""Industry News"", ""Affiliate Networks"", ""Journalist Outreach""]",Clearly physical discover wait door. Car shoulder half upon drug sort trial order. Figure peace whether card than itself. Here and watch garden yourself social free.,"[""Director of IT""]","[""Implement Industry 4.0 Practices"", ""Implement Health and Wellness Programs""]","[""Automate Call Center Operations"", ""Optimize Display Advertising Costs"", ""Lower Search Engine Marketing (SEM) Spend""]","[""Multi-Stage Evaluation"", ""Proof of Concept (PoC)""]","[""Employee Turnover Rate"", ""Market Adoption of New Technologies""]","[""Research Grants""]","[""Submission via Partner Organization"", ""Email Submission"", ""Submission during a Scheduled Meeting or Presentation""]"
Pro00030,Capability,"Martinez, Castillo and Jones","Pass whom both three huge evidence special voice.
Home work night garden. City indeed store reach. How involve star give.
Team knowledge available individual.",,,Education,Workshops and Seminars,"[""Broadcasting - Radio""]","[""India"", ""Hungary""]",$10000-$50000,Unavailable,Product Developer,2022-12-24,Low,Low,Medium,"[""Reliable""]","[""Liberty Health Sciences"", ""TerrAscend"", ""MedMen Enterprises""]",High,"[""Security Clearances"", ""Availability"", ""Professional Certifications"", ""Software Proficiency""]",High,Position number treat network tough across scientist. Executive many movie relate save report nation.,Medium,Medium,Low,Compliant,High,"[""Outbound Calls"", ""Event Sponsorships""]",Lawyer job family perhaps spring. Inside natural direction relationship girl. Pressure team him bank important gas hope. Box describe current since member visit government.,"[""Legal Specialist"", ""Mobile Development Manager"", ""Program Manager""]","[""Implement Health and Wellness Programs"", ""Enhance Distribution Networks""]","[""Automate Bookkeeping"", ""Optimize Cloud Services"", ""Optimize Warranty Services""]","[""Request for Quotation (RFQ)""]","[""Risk Mitigation"", ""Schedule Adherence"", ""Employee Turnover Rate""]","[""Peer-to-Peer Lending"", ""Equity Financing""]","[""Submission during a Scheduled Meeting or Presentation"", ""Via Professional Networking Site (e.g., LinkedIn)""]"
Serv00031,Capability,Mcintosh-Stevens,"Buy agent day scientist program five.
Nation difference card ability else close degree. More camera blood create TV.",,,Accessories,Apparel,"[""Water Power Generation"", ""Metal Working Machinery Manufacturing""]","[""French Guiana""]",>$50000,Limited,Agile Coach,2020-09-25,Medium,Medium,Medium,"[""High Capacity"", ""Cloud-Based""]","[""Planet 13 Holdings"", ""High Times""]",Medium,"[""Experience Managing Budgets up to $10,000"", ""Flexible Availability"", ""Machinery Operation"", ""Containerization (Docker, Kubernetes)"", ""Permanent Residency""]",Low,"Range tax ball tree operation when baby. When quality before ahead.
Light include you fly ball well. Environmental office forward appear. Example any quickly think.",Medium,High,Low,Non-Compliant,Low,"[""Facebook"", ""Television"", ""Video Marketing""]",Throw close its all require generation court. Turn result floor reveal major seem real reveal.,"[""Sustainability Manager"", ""Director of Product"", ""Director of Finance""]","[""Engage in Significant Community Development Projects"", ""Meet Regulatory Requirements for IPO"", ""Achieve Certifications and Accreditations""]","[""Reduce Trade Show Booths"", ""Use Cost-Effective Hotel Accommodations"", ""Limit Returns and Refunds""]","[""Comparative Analysis"", ""External Review Panel""]","[""Downtime Reduction""]","[""Series B Funding"", ""Venture Capital""]","[""Submission via Cloud Storage Link (e.g., Google Drive, Dropbox)"", ""Submission during a Scheduled Meeting or Presentation""]"
